ID;Coil;Prozessabfolge;Ausklinkungen;Richten
2248;C1E;links - halten, rechts;aktiviert;aktiviert
2249;C1E;links - halten, rechts;aktiviert;aktiviert
2250;C1E;links - halten, rechts;aktiviert;aktiviert
2251;C1E;simultan;deaktiviert;aktiviert
2252;C1E;simultan;deaktiviert;aktiviert
2253;C1E;simultan;deaktiviert;aktiviert
2254;C1E;simultan;deaktiviert;aktiviert
2255;C1E;simultan;deaktiviert;aktiviert
2256;C1E;simultan;deaktiviert;aktiviert
2257;C1E;simultan;deaktiviert;aktiviert
2258;C1E;simultan;deaktiviert;aktiviert
2259;C1E;simultan;deaktiviert;aktiviert
2260;C1E;simultan;deaktiviert;aktiviert
2261;C1E;simultan;deaktiviert;aktiviert
2262;C1E;simultan;deaktiviert;aktiviert
2263;C1E;simultan;deaktiviert;aktiviert
2264;C1E;simultan;deaktiviert;aktiviert
2265;C1E;simultan;deaktiviert;aktiviert
2266;C1E;simultan;deaktiviert;aktiviert
2267;C1E;simultan;deaktiviert;aktiviert
2268;C1E;simultan;deaktiviert;aktiviert
2269;C1E;simultan;deaktiviert;aktiviert
2270;C1E;simultan;deaktiviert;aktiviert
2271;C1E;simultan;deaktiviert;aktiviert
2272;C1E;simultan;deaktiviert;aktiviert
2273;C1E;simultan;deaktiviert;aktiviert
2274;C1E;simultan;deaktiviert;aktiviert
2275;C1E;simultan;deaktiviert;aktiviert
2276;C1E;simultan;deaktiviert;deaktiviert
2277;C1E;simultan;deaktiviert;deaktiviert
2278;C1E;simultan;deaktiviert;deaktiviert
2279;C1E;simultan;deaktiviert;deaktiviert
2280;C1E;simultan;deaktiviert;deaktiviert
2281;C1E;simultan;deaktiviert;deaktiviert
2282;C1E;simultan;deaktiviert;deaktiviert
2283;C1E;simultan;deaktiviert;deaktiviert
2284;C1E;simultan;deaktiviert;deaktiviert
2285;C1E;simultan;deaktiviert;deaktiviert
2286;C1E;simultan;deaktiviert;deaktiviert
2287;C1E;simultan;deaktiviert;deaktiviert
2288;C1E;simultan;deaktiviert;deaktiviert
2289;C1E;simultan;deaktiviert;deaktiviert
2290;C1E;simultan;deaktiviert;deaktiviert
2291;C1E;simultan;deaktiviert;deaktiviert
2292;C1E;simultan;deaktiviert;deaktiviert
2293;C1E;simultan;deaktiviert;deaktiviert
2294;C1E;simultan;deaktiviert;deaktiviert
2295;C1E;simultan;deaktiviert;deaktiviert
2296;C1E;simultan;deaktiviert;deaktiviert
2297;C1E;simultan;deaktiviert;deaktiviert
2298;C1E;simultan;deaktiviert;deaktiviert
2299;C1E;simultan;deaktiviert;deaktiviert
2300;C1E;simultan;deaktiviert;deaktiviert
2301;C1E;rechts, links;deaktiviert;deaktiviert
2302;C1E;rechts, links;deaktiviert;deaktiviert
2303;C1E;rechts, links;deaktiviert;deaktiviert
2304;C1E;rechts, links;deaktiviert;deaktiviert
2305;C1E;rechts, links;deaktiviert;deaktiviert
2306;C1E;rechts, links;deaktiviert;deaktiviert
2307;C1E;rechts, links;deaktiviert;deaktiviert
2308;C1E;rechts, links;deaktiviert;deaktiviert
2309;C1E;rechts, links;deaktiviert;deaktiviert
2310;C1E;rechts, links;deaktiviert;deaktiviert
2311;C1E;rechts, links;deaktiviert;deaktiviert
2312;C1E;rechts, links;deaktiviert;deaktiviert
2313;C1E;rechts, links;deaktiviert;deaktiviert
2314;C1E;rechts, links;deaktiviert;deaktiviert
2315;C1E;rechts, links;deaktiviert;deaktiviert
2316;C1E;rechts, links;deaktiviert;deaktiviert
2317;C1E;rechts, links;deaktiviert;deaktiviert
2318;C1E;rechts, links;deaktiviert;deaktiviert
2319;C1E;rechts, links;deaktiviert;deaktiviert
2320;C1E;rechts, links;deaktiviert;deaktiviert
2321;C1E;rechts, links;deaktiviert;deaktiviert
2322;C1E;rechts, links;deaktiviert;deaktiviert
2323;C1E;rechts, links;deaktiviert;deaktiviert
2324;C1E;rechts, links;deaktiviert;deaktiviert
2325;C1E;rechts, links;deaktiviert;deaktiviert
2326;C1E;rechts, links;deaktiviert;aktiviert
2327;C1E;rechts, links;deaktiviert;aktiviert
2328;C1E;rechts, links;deaktiviert;aktiviert
2329;C1E;rechts, links;deaktiviert;aktiviert
2330;C1E;rechts, links;deaktiviert;aktiviert
2331;C1E;rechts, links;deaktiviert;aktiviert
2332;C1E;rechts, links;deaktiviert;aktiviert
2333;C1E;rechts, links;deaktiviert;aktiviert
2334;C1E;rechts, links;deaktiviert;aktiviert
2335;C1E;rechts, links;deaktiviert;aktiviert
2336;C1E;rechts, links;deaktiviert;aktiviert
2337;C1E;rechts, links;deaktiviert;aktiviert
2338;C1E;rechts, links;deaktiviert;aktiviert
2339;C1E;rechts, links;deaktiviert;aktiviert
2340;C1E;rechts, links;deaktiviert;aktiviert
2341;C1E;rechts, links;deaktiviert;aktiviert
2342;C1E;rechts, links;deaktiviert;aktiviert
2343;C1E;rechts, links;deaktiviert;aktiviert
2344;C1E;rechts, links;deaktiviert;aktiviert
2345;C1E;rechts, links;deaktiviert;aktiviert
2346;C1E;rechts, links;deaktiviert;aktiviert
2347;C1E;rechts, links;deaktiviert;aktiviert
2348;C1E;rechts, links;deaktiviert;aktiviert
2349;C1E;rechts, links;deaktiviert;aktiviert
2350;C1E;rechts, links;deaktiviert;aktiviert
2351;C1E;links, rechts;deaktiviert;aktiviert
2352;C1E;links, rechts;deaktiviert;aktiviert
2353;C1E;links, rechts;deaktiviert;aktiviert
2354;C1E;links, rechts;deaktiviert;aktiviert
2355;C1E;links, rechts;deaktiviert;aktiviert
2356;C1E;links, rechts;deaktiviert;aktiviert
2357;C1E;links, rechts;deaktiviert;aktiviert
2358;C1E;links, rechts;deaktiviert;aktiviert
2359;C1E;links, rechts;deaktiviert;aktiviert
2360;C1E;links, rechts;deaktiviert;aktiviert
2361;C1E;links, rechts;deaktiviert;aktiviert
2362;C1E;links, rechts;deaktiviert;aktiviert
2363;C1E;links, rechts;deaktiviert;aktiviert
2364;C1E;links, rechts;deaktiviert;aktiviert
2365;C1E;links, rechts;deaktiviert;aktiviert
2366;C1E;links, rechts;deaktiviert;aktiviert
2367;C1E;links, rechts;deaktiviert;aktiviert
2368;C1E;links, rechts;deaktiviert;aktiviert
2369;C1E;links, rechts;deaktiviert;aktiviert
2370;C1E;links, rechts;deaktiviert;aktiviert
2371;C1E;links, rechts;deaktiviert;aktiviert
2372;C1E;links, rechts;deaktiviert;aktiviert
2373;C1E;links, rechts;deaktiviert;aktiviert
2374;C1E;links, rechts;deaktiviert;aktiviert
2375;C1E;links, rechts;deaktiviert;aktiviert
2376;C1E;links, rechts;deaktiviert;deaktiviert
2377;C1E;links, rechts;deaktiviert;deaktiviert
2378;C1E;links, rechts;deaktiviert;deaktiviert
2379;C1E;links, rechts;deaktiviert;deaktiviert
2380;C1E;links, rechts;deaktiviert;deaktiviert
2381;C1E;links, rechts;deaktiviert;deaktiviert
2382;C1E;links, rechts;deaktiviert;deaktiviert
2383;C1E;links, rechts;deaktiviert;deaktiviert
2384;C1E;links, rechts;deaktiviert;deaktiviert
2385;C1E;links, rechts;deaktiviert;deaktiviert
2386;C1E;links, rechts;deaktiviert;deaktiviert
2387;C1E;links, rechts;deaktiviert;deaktiviert
2388;C1E;links, rechts;deaktiviert;deaktiviert
2389;C1E;links, rechts;deaktiviert;deaktiviert
2390;C1E;links, rechts;deaktiviert;deaktiviert
2391;C1E;links, rechts;deaktiviert;deaktiviert
2392;C1E;links, rechts;deaktiviert;deaktiviert
2393;C1E;links, rechts;deaktiviert;deaktiviert
2394;C1E;links, rechts;deaktiviert;deaktiviert
2395;C1E;links, rechts;deaktiviert;deaktiviert
2396;C1E;links, rechts;deaktiviert;deaktiviert
2397;C1E;links, rechts;deaktiviert;deaktiviert
2398;C1E;links, rechts;deaktiviert;deaktiviert
2399;C1E;links, rechts;deaktiviert;deaktiviert
2400;C1E;links, rechts;deaktiviert;deaktiviert
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
