ID;VR;PNC01-Drehmoment;PNC03-Drehmoment;PNC05-Drehmoment;PresseSpindel1-Drehmoment;PresseSpindel2-Drehmoment;PNC01-Weg;PNC03-Weg;PNC05-Weg;L1;L2;L3;L4;L5;a1;a2;a3;a4;R1;R2;R3;R4
966;39;5,63;4,62;16,73;72,2;83,4;34,02;34,019;51,028;18,02515832;10,46336297;25,26539142;6,047179387;16,92326198;126,0777824;121,0837219;97,79898135;96,92085045;3,662961334;2,038223995;2,502563602;3,285883016
967;39;5,51;4,72;16,46;69,5;83;34,02;34,019;51,029;17,85953792;10,55075776;25,45099912;5,865695141;17,60547204;126,1436476;121,0951331;98,06945546;98,23454491;3,754802497;1,802773558;2,52036837;3,343930533
968;39;5,9;4,67;16,63;69,6;84,1;34,02;34,019;51,028;17,95339481;10,51955843;25,22606575;5,92818343;17,58712008;126,2124948;121,3173292;97,98408999;98,40227975;3,58044279;2,011708318;2,604863502;3,306572466
969;39;5,78;4,66;16,63;70;84,8;34,02;34,019;51,028;17,9880088;10,26188589;25,42897164;5,936738337;17,51141552;125,9279002;120,8104255;97,6821721;98,0073403;3,907971301;1,984558294;2,431009334;3,298199024
970;39;6,02;4,72;16,89;70,9;84,6;34,02;34,019;51,028;17,96406759;10,54757687;25,31993982;6,001499032;17,58782825;125,8114205;120,9754732;98,29073503;98,66186594;3,524974645;1,980419725;2,529713905;3,316893019
971;39;5,75;4,68;17,14;71,7;84,6;34,02;34,019;51,028;17,7847607;10,47985971;25,44589576;5,947989666;17,74580878;126,1705883;121,1731121;97,70040709;97,65758163;3,731092792;1,962056736;2,398659565;3,372233562
972;39;5,62;4,7;16,86;73,1;84,3;34,02;34,019;51,028;18,00841381;10,48943437;24,97942005;5,525659464;17,6067093;126,5697044;121,3102849;96,83993515;97,07940955;3,70288734;2,062028094;2,97676138;3,266833185
973;39;5,72;4,72;16,66;73;84;34,02;34,019;51,028;17,83259631;10,34836416;25,49564407;6,016939517;17,69324722;125,9835539;121,1514552;97,97240411;98,17350087;3,801310192;1,896744563;2,449390843;3,319167964
974;39;5,68;4,69;16,56;72,1;84,1;34,02;34,019;51,028;17,96557019;10,45687017;25,28433423;6,006985189;17,65019428;126,2395785;121,1818143;98,15025931;98,62221181;3,640271662;2,072858869;2,50449327;3,265438925
975;39;5,57;4,52;16,79;71,1;84;34,02;34,019;51,028;18,00857299;10,34219513;25,06366039;6,02162536;17,59938001;126,0964966;120,9479781;98,65637083;99,01400976;3,731544728;2,081836002;2,682441066;3,278373713
976;40;5,64;4,66;16,52;72,2;84;34,02;34,019;51,028;17,60038749;10,46386178;25,42022606;6,115775773;18,03924578;125,7741637;120,9156401;98,28708612;98,70799901;3,603821945;1,93340033;2,465545893;3,204122433
977;40;5,63;4,75;16,4;71,8;83,9;34,019;34,019;51,028;17,60228866;10,50449454;25,19706395;6,127965667;17,9161039;125,5572245;120,5557468;98,74621584;98,73132459;3,566727501;2,100717063;2,524557307;3,157875436
978;40;5,79;4,67;17,05;71,7;84,7;34,02;34,019;51,029;17,78070251;10,50765793;25,33871223;5,950600223;17,75628974;126,0074584;120,7839853;98,44373435;98,42639881;3,70727075;1,9417439;2,445777586;3,323445208
979;40;5,6;4,63;16,97;71;84,3;34,02;34,019;51,028;17,78796596;10,42948082;25,18358187;6,174012858;17,76993658;125,945176;120,850016;99,05018725;99,34145792;3,635600573;2,100799636;2,493659884;3,290376529
980;40;5,72;4,66;16,8;71,4;84,3;34,02;34,019;51,029;17,67568577;10,37946722;25,21976492;5,73946456;17,80271607;125,9803159;120,6074264;97,71230202;98,14140725;3,850865239;2,084633897;2,54630035;3,379541384
981;40;5,45;4,79;16,36;71,1;84,3;34,02;34,019;51,028;17,79467743;10,38839347;25,23841531;5,929452275;17,7657099;125,8387597;120,6807924;98,15310441;98,51987978;3,618277327;2,138788581;2,55673482;3,307904099
982;40;5,58;4,65;16,37;71;84;34,02;34,019;51,028;17,84455313;10,39334194;25,31314456;6,010593283;17,93636486;125,6663546;120,4517633;98,22665779;98,76592247;3,566039418;2,082087113;2,505245097;3,223591189
983;40;5,64;4,65;16,64;71,9;84,4;34,02;34,019;51,029;17,95503997;10,63460008;25,08786637;5,889766461;17,62540978;126,4104516;121,020258;98,08268369;98,27164764;3,477127372;2,04993238;2,588006883;3,399165708
984;40;5,57;4,69;16,77;71,7;84,1;34,02;34,019;51,028;17,96330132;10,61248352;25,2484259;5,890797513;17,62265092;126,7255933;121,2769617;97,84531574;98,11764734;3,627654734;1,922468736;2,484708769;3,463627104
985;40;5,65;4,76;16,9;72,3;84,2;34,02;34,019;51,028;18,01306732;10,58994318;24,88040704;6,048131183;17,71088185;126,3304606;121,0442987;98,9545811;99,16472407;3,521441612;2,127516018;2,699947069;3,283769054
986;40;5,66;4,66;17,06;71,6;84,1;34,02;34,019;51,028;17,99283539;10,31224815;25,14948755;5,846464783;17,74479592;126,191539;120,671061;97,49960327;98,1249347;3,675424803;2,101355537;2,545494131;3,376278914
987;40;5,63;4,68;16,62;73,1;84,1;34,02;34,019;51,029;17,90562347;10,398993;25,14470247;5,391090849;17,74715144;125,6483203;120,8004686;96,08706971;96,92509475;3,555895259;2,000564831;2,92806861;3,333672596
988;40;5,7;4,7;16,78;74,2;85;34,02;34,019;51,029;17,91509928;10,46450867;24,99787101;5,887911997;17,78261004;126,1709109;120,9577172;97,99521712;98,58607432;3,622831751;2,155872929;2,668792198;3,313322655
989;40;5,9;4,7;16,63;75,5;85;34,02;34,019;51,029;17,6553407;10,53700754;25,14979806;5,489659687;17,75302895;125,4677741;120,523284;96,9932455;97,19575018;3,573442881;1,99116461;2,756394864;3,346273738
990;40;5,83;4,61;17,02;74,1;84,4;34,02;34,019;51,029;18,01533359;10,37640754;25,13864935;5,807665223;17,6978994;126,0069289;120,8507483;97,64885564;98,32163126;3,574009804;2,10640443;2,681966036;3,32179427
991;40;5,44;4,68;16,73;73,5;84,7;34,02;34,019;51,029;17,84086138;10,30355865;25,17011254;5,641741354;17,86263388;125,3279856;120,2459882;97,15315124;97,64388537;3,676629048;2,13967843;2,723875847;3,336422617
992;40;5,65;4,57;16,53;73,2;84,5;34,02;34,019;51,028;17,78541852;10,46832115;25,2714733;5,938383324;17,80499592;125,8740917;120,803554;98,15329894;98,56654458;3,634114779;2,014930554;2,513647469;3,382184442
993;40;5,5;4,65;16,59;73,1;85,1;34,02;34,019;51,029;17,77236043;10,47302276;25,48245376;6,021718383;18,07414207;126,0084317;120,7257207;97,97446651;98,57573657;3,569022755;1,924838568;2,378544781;3,3268587
994;40;5,73;4,71;16,36;72,9;85;34,02;34,019;51,029;17,90476373;10,54885989;25,0923559;6,06428752;17,98476838;126,2180877;120,70466;98,49730158;99,00650327;3,52626903;2,142257187;2,538881331;3,225717545
995;40;5,64;4,72;15,03;104;127,2;34,02;34,019;51,029;18,04908767;10,24776855;25,27599348;5,827224829;17,47530013;125,7252302;120,4848508;98,09327402;98,75297205;3,887616617;2,160529817;2,523765084;3,358511675
996;40;5,81;4,84;15,71;105,2;118,5;34,02;34,019;51,028;17,91145376;10,32061488;25,12191666;6,007339613;17,59840457;125,7382989;120,8905589;98,20535963;99,35820907;3,748966056;2,086627621;2,672603382;3,277509301
997;40;5,87;4,65;16,48;105,9;119,8;34,02;34,019;51,029;17,89558002;10,35658225;25,41017906;6,107376907;17,75681907;125,6666535;120,8897312;98,38407287;98,74268269;3,692767965;1,924609194;2,46598338;3,296899079
998;40;5,62;4,66;16,16;104,9;120,3;34,02;34,019;51,029;18,00759375;10,34134135;25,23837716;5,928073845;17,56362499;126,4560302;121,2648477;98,1092181;99,12502574;3,856910212;2,043661316;2,579076951;3,312038134
999;40;6,04;4,63;15,78;104,7;121,5;34,02;34,019;51,029;18,1827257;10,30530194;25,05950523;5,978167926;17,65300047;126,2897358;121,0382892;98,03525215;98,9666925;3,623917282;2,202927707;2,633180342;3,31226597
1000;40;6,03;4,72;15,79;103,4;122,2;34,02;34,019;51,029;18,00649373;10,42381015;25,25016153;6,052717401;17,60304531;126,1889316;120,8579998;98,42168441;99,00139872;3,750280023;1,992753786;2,596365288;3,24673899
1001;41;;;;;;34,02;34,02;51,029;17,97145755;10,34865501;25,09342089;5,838845906;17,24037885;125,6338872;121,5350778;97,32126927;98,47407549;3,765110427;2,077500316;2,552082211;3,46431809
1002;41;6,09;4,45;11,12;116,2;138,7;34,02;34,02;51,029;18,1865547;10,27829489;25,13833863;5,792288023;17,23966304;125,6270663;121,2672564;97,2223781;98,94840416;3,661585955;2,112005094;2,532749332;3,40726454
1003;41;4,99;4,3;11,03;106,2;117,1;34,02;34,019;51,029;18,06727388;10,3017458;25,12749781;5,7034123;17,16183988;125,3708101;121,3995137;97,41168177;99,32230753;3,655953013;2,112617184;2,545921526;3,569320084
1004;41;4,97;4,21;11,21;105;115,2;34,02;34,019;51,029;18,17333944;10,39114319;25,16498774;5,783515736;17,16277364;125,4077664;121,332833;97,73198219;99,33661801;3,667462215;1,991787861;2,502001428;3,464100239
1005;41;5,17;4,36;10,4;103,9;116,5;34,02;34,019;51,03;18,11742743;10,4706797;25,18867996;5,779830861;17,32518181;125,5576473;121,5295082;97,56216202;99,34342731;3,666371935;1,87097059;2,540119206;3,420746045
1006;41;5,21;4,2;10,27;102,5;115,6;34,019;34,019;51,03;18,12130084;10,31949074;25,15672392;5,66782692;17,20908724;125,3296354;121,1686875;97,63592359;99,45436262;3,657406425;2,139700702;2,512750244;3,504362277
1007;41;5,12;4,44;11,07;102,7;116,1;34,02;34,019;51,03;18,16025303;10,12776439;25,18997411;5,675142061;17,19653854;125,3608439;120,9427336;97,38654496;99,05563239;3,673621176;2,230504805;2,511750341;3,505629406
1008;41;5,03;4,44;11,66;103,2;117,2;34,019;34,019;51,03;18,02094418;10,26161672;25,10428055;5,781405499;17,24759388;125,6667336;121,5776775;97,48372229;98,94523101;3,846151144;2,05263265;2,553252414;3,525808304
1009;41;4,99;4,3;11,62;103,4;118,5;34,019;34,019;51,03;18,14900512;10,26985916;25,10441784;5,725860459;17,20159718;125,693512;121,3527304;97,50330854;99,1897006;3,69909975;2,152791627;2,541336535;3,543597482
1010;41;5,1;4,19;12,33;104,2;118,3;34,02;34,019;51,029;18,19157108;10,42828263;25,14625319;5,790266683;17,2716146;125,8405562;121,3204805;97,47778779;99,08895921;3,671816075;1,987814249;2,530311112;3,422827566
1011;41;5,13;4,26;13,01;105,1;118,1;34,02;34,019;51,03;18,19420363;10,27997408;25,27292143;5,793452331;17,40549517;125,5206305;121,0795762;97,14880256;98,64665602;3,655069644;2,086405575;2,437668537;3,460363707
1012;41;5,03;4,32;13,18;104,7;119,3;34,02;34,019;51,029;18,18884808;10,22754789;24,8801584;5,783476892;17,24238133;125,8036145;121,3350615;97,43066816;99,13863163;3,690984174;2,254719079;2,61339516;3,45067547
1013;41;4,97;4,49;12,76;105,2;121,1;34,02;34,019;51,03;18,12810512;10,31378821;25,11809024;5,831700359;17,32112532;125,7335183;121,2125065;97,5728639;99,265028;3,622071228;2,146620008;2,478431579;3,424237756
1014;41;4,99;4,28;12,48;106,4;121,2;34,02;34,019;51,03;17,96349024;10,27496324;25,16816036;5,698337553;17,19834929;125,4661424;121,0985812;97,33214439;98,89171904;3,651099734;2,13506863;2,530822187;3,532543008
1015;41;4,97;4,26;12,32;106,5;122;34,019;34,019;51,03;17,96594594;10,22145652;25,0172869;5,783044751;17,42754807;125,7397027;121,3926519;97,41415904;99,24560533;3,736138089;2,256024108;2,536358757;3,445740106
1016;41;5,05;4,26;12,35;106,6;122,1;34,02;34,019;51,03;17,9045642;10,30137813;24,86525154;5,779646847;17,20413332;125,6716215;121,4912122;97,61729638;99,14071541;3,731515855;2,262198874;2,623927401;3,526258034
1017;41;5,09;4,22;12,98;106,1;122,6;34,019;34,019;51,029;17,96343865;10,19502166;25,10521844;5,731804936;17,36716578;125,6731597;121,1453588;97,24949747;99,01072351;3,740950631;2,186135124;2,565803285;3,456066896
1018;41;4,98;4,39;13;107;123,1;34,019;34,019;51,029;17,95647811;10,23086277;25,0473871;5,781912138;17,15944883;125,5849874;121,3959968;97,50458029;99,05951117;3,74871827;2,156032359;2,592749372;3,56159151
1019;41;5,02;4,35;13,02;107,7;123,9;34,02;34,019;51,03;17,92844862;10,27193127;25,15874484;5,707354354;17,39200786;125,764616;121,1802147;97,39129548;98,95399094;3,704769362;2,185246491;2,49823775;3,507643203
1020;41;4,93;4,25;12,31;107,5;124,6;34,02;34,019;51,029;18,02707996;10,43823965;25,09666567;5,82539315;17,40647193;125,7404298;121,3560674;97,8174284;99,40844303;3,645974674;1,988736441;2,575225524;3,427168321
1021;41;5,27;4,21;12,05;108,2;125,3;34,019;34,019;51,029;18,07016765;10,38965496;25,12632233;5,814400118;17,3647461;126,0969841;121,5269888;97,60847841;99,15847299;3,632292262;2,046376353;2,515234381;3,456274996
1022;41;5,22;4,27;11,5;108,5;125,2;34,019;34,019;51,029;18,02265057;10,29282965;25,17520158;5,675534687;17,30649725;126,0965585;121,3480308;97,49364536;99,02244422;3,697099139;2,125470534;2,510943056;3,50826785
1023;41;5,04;4,23;11,72;108,4;125,4;34,02;34,019;51,029;17,91434644;10,27196435;25,17969569;5,676162533;17,30898962;125,6879237;121,1581179;97,49158929;99,16869596;3,714498708;2,10921608;2,509596337;3,51750558
1024;41;5,04;4,54;11,52;108,6;125,4;34,019;34,019;51,03;18,00626121;10,21674062;25,15030851;5,796228293;17,42967585;125,3187861;120,8199252;97,35708742;98,98810882;3,620262879;2,159627542;2,527215019;3,386588648
1025;41;5,14;4,32;11,67;108,9;125,8;34,019;34,019;51,03;17,85707601;10,32969472;24,97976018;5,773572226;17,3297529;126,2298994;121,6578306;97,97813916;99,55006652;3,697953723;2,217727006;2,60713247;3,506978387
1026;42;5,14;4,29;11,41;110,5;126,6;34,02;34,019;51,029;17,93153904;10,37510234;25,0506581;5,73835618;17,23448945;126,0806401;121,765038;97,53873182;98,823709;3,759389901;2,19224206;2,560542566;3,496765087
1027;42;5,08;4,27;11,74;111,4;126,3;34,02;34,019;51,029;18,090264;10,37003485;25,0007524;5,777039744;17,35982493;126,1889327;121,7500449;97,73468656;99,1095004;3,646320908;2,195001253;2,601087649;3,41826531
1028;42;4,98;4,24;12;111,4;126,9;34,02;34,019;51,029;17,96342851;10,3354882;24,96165052;5,721746062;17,19070795;126,0072927;121,6285305;97,7109786;98,74239029;3,742110976;2,266912226;2,599666683;3,518466815
1029;42;5,12;4,37;11,59;110,6;126,5;34,019;34,019;51,03;18,11631314;10,29651245;25,20667914;5,791760656;17,25630291;126,0627122;121,6188863;98,14770367;99,46030065;3,678862043;2,125558064;2,464727169;3,530391214
1030;42;4,93;4,42;11,63;110,9;127,2;34,019;34,019;51,03;18,13003465;10,45043868;25,24823125;5,821854686;17,29178383;126,0956868;121,5941869;98,11453302;99,20255214;3,676158731;1,976719686;2,48836027;3,452339931
1031;42;5,23;4,32;11,05;110,4;126,9;34,019;34,019;51,03;18,06866422;10,31233093;25,43280979;5,781525034;17,43078752;125,4698372;121,2585859;97,80780228;98,78829772;3,709289928;1,983523521;2,354991645;3,501076299
1032;42;5,16;4,23;10,73;110,5;127,4;34,02;34,019;51,029;18,12480009;10,33597908;25,31876351;5,781302231;17,37364;126,0476857;121,6458487;97,70295384;98,76602899;3,685297675;2,056521863;2,412452176;3,502462097
1033;42;5,14;4,31;10,96;111;127,7;34,02;34,019;51,029;18,25730147;10,45553921;25,20737382;5,781777917;17,35589181;126,3327086;121,5313243;97,6781743;98,96739503;3,613253185;2,044286579;2,480695792;3,436610095
1034;42;5,11;4,27;11,38;110,8;127,7;34,019;34,019;51,029;18,01981948;10,37291754;25,22444262;5,787266724;17,26548856;125,5734919;121,3700393;97,58809779;98,73749374;3,581140858;2,128645501;2,50921814;3,451929117
1035;42;5,08;4,31;11,62;110,8;127,5;34,02;34,019;51,029;18,01225197;10,29484695;25,16330742;5,826716879;17,02137705;125,723078;121,6229179;97,74200703;98,29205201;3,660349386;2,131833331;2,536448476;3,573221022
1036;42;5,08;4,26;12,15;111,6;127,5;34,019;34,019;51,029;18,07346744;10,26298937;25,06049971;5,785020089;17,30364128;125,8269846;121,3757952;97,5418109;98,7044659;3,673299764;2,28355184;2,543804821;3,422737735
1037;42;4,87;4,18;12,1;111,3;127,1;34,019;34,019;51,029;18,02671797;10,49201258;25,16897339;5,821949836;17,13614317;126,3824126;121,8137874;97,9738045;98,81566907;3,621906665;1,976906921;2,512851598;3,543590576
1038;42;5;4,38;12,08;111,5;127,6;34,019;34,019;51,029;18,12616868;10,31165578;25,14492117;5,945896935;17,37598468;126,0094604;121,3567528;97,64225657;98,64961618;3,627424541;2,162866904;2,473461296;3,374499952
1039;42;5,06;4,32;11,66;110,9;127,7;34,02;34,019;51,029;18,02352813;10,49171363;25,24317703;5,770711778;17,24822987;126,11842;121,7970723;97,71533308;98,66089493;3,527216817;2,01625299;2,479898135;3,562551784
1040;42;5,17;4,36;11,81;110,1;126,9;34,019;34,019;51,029;18,01957423;10,41357718;25,16465452;5,789195633;17,40638692;125,9594895;121,5550245;97,56283052;98,66621139;3,47101544;2,1307743;2,508027776;3,431549889
1041;42;5,07;4,33;11,74;110,9;128;34,019;34,019;51,029;17,97613749;10,38029064;25,34270859;5,833656634;17,34475928;125,8535145;121,4806888;97,88391741;98,661023;3,637723109;1,996540224;2,383802303;3,554519031
1042;42;4,98;4,33;11,95;111,4;127,7;34,019;34,019;51,029;17,91484921;10,2383388;25,17392022;5,988411339;17,31172225;125,5976401;121,2675613;97,60228616;98,50799919;3,707574878;2,190317212;2,481711282;3,367898767
1043;42;5,01;4,29;12,23;111,3;127,7;34,019;34,019;51,029;17,9531626;10,27244545;25,32677503;5,788744184;17,16595551;125,1758702;121,027648;97,52338835;98,15019805;3,628622699;2,098477479;2,412535154;3,532843095
1044;42;4,94;4,35;12,33;111,3;127,4;34,02;34,019;51,029;17,9910848;10,4738696;25,16469248;5,830906957;17,19740584;126,4603621;121,8066541;97,66432311;98,29496379;3,599320785;2,023268169;2,509940651;3,532163228
1045;42;5,04;4,27;12,01;110,1;126,4;34,019;34,019;51,029;17,96704699;10,3288372;25,18320909;5,840920131;17,32132168;125,7156926;121,5759078;97,47455071;98,57472529;3,58193536;2,169238566;2,46851647;3,43899558
1046;42;5,11;4,34;11,7;110,7;127,4;34,019;34,019;51,029;17,90662076;10,20907456;25,15202304;6,009769467;17,43694662;125,7058858;121,1817568;98,21908525;99,09916737;3,667216352;2,248022617;2,463722915;3,365483901
1047;42;4,89;4,41;11,52;111;128,2;34,019;34,019;51,029;17,96996837;10,30197087;25,13348057;5,902083094;17,2013012;125,8042917;121,2842609;98,11817832;98,66857301;3,579982041;2,193862359;2,489569425;3,480950624
1048;42;4,9;4,23;11,71;111,8;128,1;34,019;34,019;51,029;17,98721898;10,42462344;25,34830441;5,88295916;17,32738224;125,7127212;121,3980995;97,75271722;98,36862724;3,610992405;1,94830388;2,472684402;3,500222166
1049;42;5,16;4,33;11,89;111,8;128,4;34,019;34,019;51,029;18,01597188;10,27909452;25,04103948;5,938397364;17,26665766;125,800178;121,1529191;97,87327393;98,63335973;3,667829999;2,202580727;2,533409985;3,404241311
1050;42;4,98;4,35;11,92;112,2;128,7;34,019;34,019;51,029;17,90637671;10,30331147;25,12118385;5,932756404;17,27023822;125,9621434;121,3446252;97,7922911;98,62464127;3,685559278;2,120185154;2,543089782;3,402569391
1051;43;4,98;4,35;11,92;112,2;128,7;10,815;32,403;51,029;17,93766243;10,2242375;25,27791318;5,955405545;17,24756815;125,9498829;121,6961559;97,65086997;98,70637654;3,755762117;1,96120947;2,483383491;3,559710371
1052;43;5;4,46;7,1;113,4;126,4;10,813;32,406;51,028;17,89988547;10,07665372;25,33542023;6,023410796;17,34579259;125,4191155;121,1086733;97,57795224;98,33646099;3,73450208;2,055465749;2,390973896;3,515004029
1053;43;4,9;4,19;7,14;114;126,1;10,837;32,394;51,028;17,8552917;10,17761407;25,17150273;6,171891003;17,38683313;125,7693661;121,5936846;97,84231059;98,79110019;3,59208369;2,133918333;2,482985882;3,389192441
1054;43;5,05;4,19;7,68;113,2;127,4;10,809;32,407;51,028;17,85530869;10,1012322;24,89129707;6,057289648;17,29563163;125,6997991;121,5147362;98,05673321;99,06431218;3,799078118;2,261943027;2,638825292;3,438368731
1055;43;5,02;4,24;8,12;113,3;128,2;10,807;32,408;51,028;18,03471349;10,12411871;25,11783701;5,913741893;17,24144831;125,3732283;120,9954986;97,72951832;98,72675033;3,616166892;2,255561987;2,488704287;3,534557772
1056;43;5,02;4,4;8,29;112,9;128,9;10,803;32,409;51,028;17,96579508;10,22115444;25,20717131;5,887592795;17,17628281;125,7139936;121,2905072;97,52797228;98,32692929;3,659749714;2,164707978;2,47267457;3,517324827
1057;43;4,99;4,4;7,92;112,8;128;10,802;32,409;51,028;18,17268456;10,26716309;25,11865404;5,777784519;17,09286776;125,9388713;121,1259932;97,62719994;98,26476656;3,617726593;2,104502541;2,63807885;3,423046133
1058;43;5,02;4,28;7,87;113,2;128,4;10,827;32,399;51,028;18,11206926;10,14502825;25,16071174;5,952436172;17,19648771;125,9253116;121,3988413;97,84347136;98,97682842;3,629369153;2,148212365;2,48935013;3,564973401
1059;43;4,98;4,32;7,78;113,5;127,7;10,848;32,388;51,028;18,20146299;10,18542017;25,20695195;5,968663783;17,29241103;125,7628817;121,1842204;97,67004803;98,46218699;3,644087886;2,107353427;2,474768753;3,468387451
1060;43;4,88;4,3;7,72;113,1;127,7;10,821;32,401;51,029;18,1866681;10,32536578;25,19521688;5,972279413;17,26380538;126,3979826;121,566101;97,74505205;98,567405;3,650222011;1,924715808;2,510460182;3,440050536
1061;43;5,16;4,27;8,37;112,6;128,3;10,819;32,401;51,029;18,01611051;10,34528541;25,14943863;5,7969846;17,25216931;126,0691176;121,4644779;97,35239864;98,32762121;3,699375104;1,995415089;2,600681695;3,408770346
1062;43;5,07;4,2;8,63;112,1;128;10,818;32,403;51,028;17,91649707;10,12005714;25,24129705;5,938649434;17,25627405;125,0886841;120,8726386;97,5989488;98,5267565;3,6131621;2,171419629;2,475420234;3,490035254
1063;43;5,06;4,28;10,17;112,2;128,4;10,815;32,404;51,028;18,02191378;10,27057632;25,12657621;5,836455241;17,04362282;125,7379751;121,1100575;97,96894943;98,30967383;3,669805356;2,18551795;2,534211325;3,535906353
1064;43;5,26;4,21;9,61;113;129;10,837;32,393;51,029;18,08426926;10,23336369;25,09993732;5,899037891;17,25278415;125,7381249;121,2940805;97,41384197;98,2066225;3,643144511;2,194014224;2,568192085;3,438674141
1065;43;5,24;4,36;9,52;112,7;127,7;10,809;32,406;51,029;18,02488863;10,15606748;24,84942503;5,704503276;17,09819342;125,8256862;121,117336;97,60810494;98,03687447;3,79695154;2,313119392;2,70255929;3,557350653
1066;43;5,03;4,28;8,88;113,2;128,6;10,81;32,407;51,028;18,10018244;10,14987176;25,11131676;5,648771941;17,10093975;126,0074049;121,1039742;97,35421803;97,9128937;3,659115182;2,182962137;2,624589198;3,572673726
1067;43;4,99;4,36;7,9;113,3;128,8;10,807;32,408;51,029;18,11972606;10,14443597;24,90981004;5,897095224;17,52247078;126,1503099;121,434867;97,13708797;98,43722517;3,691797141;2,331736467;2,640681899;3,263640451
1068;43;5,02;4,26;7,53;112,8;128,9;10,804;32,409;51,029;17,91868796;10,08161114;25,07295064;5,531488122;17,31140499;125,5911318;121,0929248;96,54436575;97,46399679;3,706307554;2,138234549;2,757508659;3,498585706
1069;43;5,09;4,34;7,51;113,5;128,9;10,827;32,398;51,029;18,08564146;10,14934627;25,01410675;5,409736845;17,32591538;125,8891159;121,0773701;96,49531141;97,23677087;3,675898637;2,186656276;2,818966284;3,462317816
1070;43;5,14;4,32;7,99;113,5;128,5;10,801;32,411;51,029;18,02015223;10,31936376;25,05451272;5,491256803;17,32510162;125,872264;121,1412685;96,67731084;97,37738371;3,54295105;2,10218728;2,755617226;3,42814995
1071;43;5,1;4,17;7,72;114,6;127,9;10,825;32,4;51,029;18,03468197;10,18939893;25,10674431;5,621502372;17,42757735;125,6404219;121,0680476;97,01464981;97,8367457;3,704453252;2,103402736;2,693842349;3,445941109
1072;43;4,9;4,27;7,89;113,5;128;10,821;32,401;51,029;17,97287063;10,37411009;25,10194235;5,647108463;17,39973837;125,9119093;121,2436878;97,20977154;97,85352983;3,596352755;1,998451037;2,65322597;3,454373949
1073;43;5,04;4,28;7,46;113,4;128,2;10,82;32,402;51,029;17,84077316;10,25775937;25,0772865;5,733400224;17,37540915;125,8026781;121,3192233;97,46437177;98,54512158;3,763224733;2,082516372;2,604969657;3,459550177
1074;43;5,23;4,23;7,37;113,1;128,1;10,818;32,403;51,029;17,99379479;10,22232921;25,04856069;5,279860912;17,27959329;126,1822573;121,1612216;96,45241107;97,05887925;3,718899826;2,15934024;2,830367963;3,5275761
1075;43;5,13;4,29;7,53;112,9;129,1;10,841;32,392;51,029;18,06471996;10,29817021;25,13851244;5,887669411;17,40560334;126,2193596;121,1625056;98,53885111;99,16751904;3,631000756;2,18600352;2,533146047;3,473594769
1076;44;5,15;4,33;7,85;112,8;130,9;10,809;32,406;51,029;17,91144972;10,21815873;24,95555063;6,151774162;17,32540616;126,0292806;121,3031297;98,73040123;99,43511994;3,674588779;2,293399173;2,531068584;3,432152499
1077;44;4,93;4,31;7,07;114,7;128,8;10,808;32,408;51,029;18,07022555;10,18667584;25,15712049;5,886905796;17,32021662;126,0625201;121,0529218;97,69558908;98,65321378;3,620286154;2,180012996;2,512788568;3,496680754
1078;44;5,09;4,41;6,94;114,8;129,1;10,806;32,409;51,029;17,91339999;10,22258717;25,16120898;5,667224583;17,01004908;125,6521917;121,2713182;97,10614014;97,76716653;3,65069603;2,028632805;2,69553431;3,631459664
1079;44;5,05;4,41;7,29;114,9;129,8;10,803;32,41;51,029;17,90395802;10,30573107;25,10937254;5,556973784;17,32864549;125,799704;121,0888943;97,29087696;98,3123317;3,669432759;2,107332878;2,657489857;3,51530523
1080;44;5,11;4,22;8,67;114;131,1;10,826;32,399;51,027;18,07054545;10,31750524;24,99110343;5,54691162;17,25342593;125,8865863;121,0033118;96,81249935;97,65331293;3,625636975;2,17657495;2,75050921;3,404487474
1081;44;4,86;4,29;10,27;114,4;130,8;10,85;32,388;51,029;17,9705123;10,37222784;25,04387038;5,498402647;17,21547436;125,8450514;121,1660825;96,76764833;97,50127124;3,661638104;2,124322022;2,777859913;3,484547965
1082;44;4,97;4,39;11,46;113,5;130,8;10,823;32,401;51,029;17,99853785;10,23997943;25,10381227;5,711998606;17,0363955;125,4800371;120,8453813;97,38998899;98,21761573;3,595178423;2,244498532;2,555195669;3,599726287
1083;44;5,13;4,32;11,52;113,8;130,5;10,82;32,402;51,029;17,91424813;10,24338694;25,1813946;5,821249447;17,20544882;125,2239206;120,7638607;97,32284026;98,27181845;3,688546665;2,161753163;2,486028398;3,548568764
1084;44;5,13;4,35;11,09;114,1;130,8;10,817;32,403;51,029;17,86804309;10,16599228;24,94884355;4,876715829;17,21461754;125,3198837;120,597076;94,62958756;95,7031399;3,689702018;2,288421099;3,076965813;3,454112079
1085;44;5,06;4,27;10,63;113,7;129,9;10,815;32,404;51,029;17,89981502;10,25723071;24,84672658;5,582770661;17,16403329;125,87673;121,2073925;97,17312933;98,07065343;3,767182033;2,329465317;2,764945105;3,527267626
1086;44;5,17;4,3;10,11;113,9;130,1;10,84;32,393;51,029;18,06470499;10,15800397;25,06115863;5,229888561;17,27857668;125,574584;120,596589;96,17289281;96,99155705;3,595208331;2,283393002;2,82406648;3,500322348
